,feature_name
TRIB3,TRIB3
HLA-DRB1,HLA-DRB1
MAP3K21,MAP3K21
GATA2,GATA2
MYT1L,MYT1L
MAGI3,MAGI3
TRAV23DV6,TRAV23DV6
AMDHD1,AMDHD1
DMD,DMD
CMC1,CMC1
ETNK2,ETNK2
CDO1,CDO1
FCER2,FCER2
TEC,TEC
TNFAIP3,TNFAIP3
NUP210L,NUP210L
ZNF599,ZNF599
OBSL1,OBSL1
MCOLN3,MCOLN3
ZNF607,ZNF607
DDIT4,DDIT4
BACH1-AS1,BACH1-AS1
ACHE,ACHE
ZFP36L2,ZFP36L2
MSH5-SAPCD1,MSH5-SAPCD1
LMCD1,LMCD1
ZNF320,ZNF320
TDRD12,TDRD12
LAMA2,LAMA2
KIF18A,KIF18A
AQP10,AQP10
NPW,NPW
RTL8A,RTL8A
ADGRB3,ADGRB3
MCM6,MCM6
ZNF419,ZNF419
RAD51D,RAD51D
ADORA3,ADORA3
FEN1,FEN1
CACNG8,CACNG8
CNGA1,CNGA1
PRR4,PRR4
TCTA,TCTA
STEAP1,STEAP1
TIPARP,TIPARP
SEPTIN3,SEPTIN3
CASC15,CASC15
DNAH7,DNAH7
MSLN,MSLN
ITGA3,ITGA3
ZNF783,ZNF783
IQCC,IQCC
SCD,SCD
SLC25A44,SLC25A44
SLC12A8,SLC12A8
GALNTL6,GALNTL6
CLDN5,CLDN5
DACT1,DACT1
CD163L1,CD163L1
RBFADN,RBFADN
ABHD17C,ABHD17C
MAD2L1BP,MAD2L1BP
MICU3,MICU3
TNK1,TNK1
STAP1,STAP1
FOXC1,FOXC1
CLP1,CLP1
SMC1B,SMC1B
RPGRIP1,RPGRIP1
OTUD7B,OTUD7B
PDE9A,PDE9A
MICAL1,MICAL1
TRIM54,TRIM54
APOO,APOO
PDGFRA,PDGFRA
NRCAM,NRCAM
MIR503HG,MIR503HG
KRT2,KRT2
FLJ20021,FLJ20021
B2M,B2M
USP43,USP43
SOCS5,SOCS5
TMEM30B,TMEM30B
FZD4,FZD4
MPEG1,MPEG1
RPS6KL1,RPS6KL1
TGFBI,TGFBI
ADAMTS8,ADAMTS8
COL4A4,COL4A4
LRRC3,LRRC3
NFIB,NFIB
WSCD2,WSCD2
ZNF558,ZNF558
DLGAP5,DLGAP5
RBPMS,RBPMS
FEZ1,FEZ1
ZNF880,ZNF880
CCR7,CCR7
CD72,CD72
BMP7,BMP7
KAZALD1,KAZALD1
LINC01376,LINC01376
AHNAK2,AHNAK2
NPAS3,NPAS3
CLASP1,CLASP1
CD22,CD22
CEACAM19,CEACAM19
IGKV1-17,IGKV1-17
ZNF700,ZNF700
IGFBP6,IGFBP6
ADORA2B,ADORA2B
ZSCAN12,ZSCAN12
HMBS,HMBS
PPP1R15A,PPP1R15A
MTFR1L,MTFR1L
SUCNR1,SUCNR1
BNIPL,BNIPL
SV2C,SV2C
TMEM225B,TMEM225B
NIPAL4,NIPAL4
MEGF9,MEGF9
F2R,F2R
RWDD3,RWDD3
CD81,CD81
PPEF2,PPEF2
HK3,HK3
HAVCR1,HAVCR1
ZNF619,ZNF619
CUBN,CUBN
GTSE1,GTSE1
DCUN1D2,DCUN1D2
EFL1,EFL1
KLF1,KLF1
EPHA1,EPHA1
LRP5,LRP5
KIAA0087,KIAA0087
STRADB,STRADB
EARS2,EARS2
ANKRD37,ANKRD37
LDOC1,LDOC1
CCDC73,CCDC73
IGHV1-46,IGHV1-46
ZNF382,ZNF382
GREM2,GREM2
ACAD9,ACAD9
CMBL,CMBL
YPEL5,YPEL5
BPI,BPI
ABCA10,ABCA10
F13A1,F13A1
MARS2,MARS2
SPI1,SPI1
TLCD3A,TLCD3A
RGS9BP,RGS9BP
GPSM1,GPSM1
PTGDR,PTGDR
INTS7,INTS7
NPC1,NPC1
CFB,CFB
NR2E3,NR2E3
ZNF2,ZNF2
KIAA1549,KIAA1549
KAZN,KAZN
TGFB1I1,TGFB1I1
XKR9,XKR9
MALRD1,MALRD1
PITPNM1,PITPNM1
CCDC154,CCDC154
ERCC8,ERCC8
TBCEL,TBCEL
LINGO3,LINGO3
PRUNE1,PRUNE1
GCA,GCA
PTPRB,PTPRB
CYB5R2,CYB5R2
ULBP3,ULBP3
HBB,HBB
DIPK1C,DIPK1C
TMCO6,TMCO6
DSP,DSP
MAJIN,MAJIN
SNCG,SNCG
THSD7A,THSD7A
WWC2,WWC2
PMM1,PMM1
RPS6KA2,RPS6KA2
DDX47,DDX47
SERP2,SERP2
ALDOB,ALDOB
PFKFB2,PFKFB2
CEP83-DT,CEP83-DT
MSS51,MSS51
ARHGEF17,ARHGEF17
TYMP,TYMP
HNF1A,HNF1A
PCDHGA7,PCDHGA7
GPRC5D,GPRC5D
ZNF408,ZNF408
MTA3,MTA3
ATG9A,ATG9A
IGLV2-14,IGLV2-14
IRX3,IRX3
ANKRD31,ANKRD31
AOC2,AOC2
CLIC2,CLIC2
ANKMY2,ANKMY2
HLA-DPB1,HLA-DPB1
MGP,MGP
TRAV19,TRAV19
PROZ,PROZ
TMSB4X,TMSB4X
LINC00539,LINC00539
CHKA,CHKA
TRIM45,TRIM45
SERPINE1,SERPINE1
IGHV3-49,IGHV3-49
CDKN3,CDKN3
IL23R,IL23R
DDIAS,DDIAS
L1CAM,L1CAM
NPIPB2,NPIPB2
GRAMD2B,GRAMD2B
SLC2A1,SLC2A1
LINC01262,LINC01262
L3MBTL4-AS1,L3MBTL4-AS1
APBB2,APBB2
LINC01547,LINC01547
PDCD1LG2,PDCD1LG2
APOBEC2,APOBEC2
KCNK17,KCNK17
CDCA2,CDCA2
KLHL23,KLHL23
DROSHA,DROSHA
ASL,ASL
LINGO4,LINGO4
CD8A,CD8A
PLCD4,PLCD4
INVS,INVS
ZNF704,ZNF704
MBOAT2,MBOAT2
ZNF774,ZNF774
CENPM,CENPM
ZNF608,ZNF608
FPR3,FPR3
CDCA3,CDCA3
INMT,INMT
CEP85,CEP85
SAMD15,SAMD15
GJB2,GJB2
TRBV3-1,TRBV3-1
TBC1D25,TBC1D25
GATA6,GATA6
GLT8D2,GLT8D2
SPATA5L1,SPATA5L1
AEN,AEN
WDHD1,WDHD1
FRMD6,FRMD6
AREG,AREG
ZNF417,ZNF417
TNFSF15,TNFSF15
CRYBG2,CRYBG2
TFCP2L1,TFCP2L1
LINC01259,LINC01259
NECTIN3,NECTIN3
PGBD4,PGBD4
PDGFC,PDGFC
GPAT2,GPAT2
MTERF1,MTERF1
CHRNG,CHRNG
COL6A1,COL6A1
CACNA1H,CACNA1H
SPATC1,SPATC1
ZNF81,ZNF81
ZNF222,ZNF222
BICRA,BICRA
VEGFA,VEGFA
HTR2B,HTR2B
CCNB1,CCNB1
SLC25A30-AS1,SLC25A30-AS1
TMEM86A,TMEM86A
RTL6,RTL6
TYRO3,TYRO3
KSR2,KSR2
MAFA,MAFA
FAM229B,FAM229B
ATP13A4,ATP13A4
NME7,NME7
KCND1,KCND1
LINC02709,LINC02709
IGHV3-74,IGHV3-74
LINC02018,LINC02018
DBN1,DBN1
SIAE,SIAE
SLC5A11,SLC5A11
ARHGEF4,ARHGEF4
LINC00471,LINC00471
NCBP2L,NCBP2L
LINC01374,LINC01374
ARG2,ARG2
RNF149,RNF149
MAP1A,MAP1A
EREG,EREG
ENPP2,ENPP2
TSACC,TSACC
AK7,AK7
TCEAL9,TCEAL9
MC1R,MC1R
MOK,MOK
TRPC3,TRPC3
DNMT3B,DNMT3B
GRIK4,GRIK4
TTC39A,TTC39A
PPRC1,PPRC1
MS4A4E,MS4A4E
BMP4,BMP4
SBSPON,SBSPON
TTLL11,TTLL11
PTGFRN,PTGFRN
ZSCAN16,ZSCAN16
KCNH3,KCNH3
HCAR2,HCAR2
POLR3B,POLR3B
PARS2,PARS2
DOK4,DOK4
TRBV4-1,TRBV4-1
SPTA1,SPTA1
ABI3BP,ABI3BP
OSM,OSM
LMBR1,LMBR1
SCAT1,SCAT1
SGIP1,SGIP1
ASAH2B,ASAH2B
EXOSC4,EXOSC4
GLIS3,GLIS3
DNHD1,DNHD1
ZMYND10,ZMYND10
LAG3,LAG3
MPPED2,MPPED2
